-1.204469231774265836e+02 -1.072240462503293514e+02
-1.072240462503293372e+02 -9.450116932323213348e+01
-9.450116932323206242e+01 -8.227829239613490131e+01
-8.227829239613475920e+01 -7.055541546903776862e+01
-7.055541546903759809e+01 -5.933253854194049381e+01
-5.933253854194015275e+01 -4.860966161484299164e+01
-4.860966161484270742e+01 -3.838678468774560315e+01
-3.838678468774548946e+01 -2.866390776064827151e+01
-2.866390776064815782e+01 -1.944103083355116723e+01
-1.944103083355093986e+01 -1.071815390645349453e+01
-1.071815390645360822e+01 -2.495276979356390257e+00
-2.495276979356162883e+00 5.227599947740827702e+00
5.227599947740941388e+00 1.245047687483804566e+01
1.245047687483838672e+01 1.917335380193526362e+01
1.917335380193549099e+01 2.539623072903248158e+01
2.539623072903236789e+01 3.111910765612924479e+01
3.111910765612947216e+01 3.634198458322612169e+01
3.634198458322651959e+01 4.106486151032339649e+01
4.106486151032356702e+01 4.528773843742033023e+01
4.528773843742027339e+01 4.901061536451703660e+01
4.901061536451703660e+01 5.223349229161385665e+01
5.223349229161379981e+01 5.495636921871056302e+01
5.495636921871053460e+01 5.717924614580724096e+01
5.717924614580735465e+01 5.890212307290408944e+01
5.890212307290411786e+01 6.012500000000085265e+01
6.012500000000088107e+01 6.084787692709760876e+01
6.084787692709764428e+01 6.107075385419442171e+01
6.107075385419443592e+01 6.079363078129134124e+01
6.079363078129124176e+01 6.001650770838804760e+01
6.001650770838810445e+01 5.873938463548498135e+01
5.873938463548492450e+01 5.696226156258188666e+01
5.696226156258177298e+01 5.468513848967864988e+01
5.468513848967864988e+01 5.190801541677552677e+01
5.190801541677529940e+01 4.863089234387240367e+01
4.863089234387223314e+01 4.485376927096922373e+01
4.485376927096922373e+01 4.057664619806627115e+01
4.057664619806610062e+01 3.579952312516309121e+01
3.579952312516309121e+01 3.052240005226019548e+01
3.052240005225985442e+01 2.474527697935673132e+01
2.474527697935673132e+01 1.846815390645349453e+01
1.846815390645326715e+01 3.691030833550371426e+00
3.691030833550371426e+00 -1.158609223935286536e+01
-1.158609223935275168e+01 -2.736321531225576109e+01
-2.736321531225587478e+01 -4.364033838515888419e+01
-4.364033838515922525e+01 -6.041746145806200730e+01
-6.041746145806246204e+01 -7.769458453096518724e+01
-7.769458453096541461e+01 -9.547170760386848087e+01
-9.547170760386853772e+01 -1.137488306767714334e+02
-1.137488306767713482e+02 -1.325259537496744997e+02
-1.325259537496745281e+02 -1.518030768225774523e+02
