x,uy (Tensión plana) [mm],uy (Paper) [mm],uy (Timoshenko) [mm],Error Paper [%],Error Timoshenko [%]
2.5,-0.618425869213775,-0.6545590379008621,-0.6225018742190507,5.842764749318206,0.6590935483435835
