x,uy (Tensión plana) [mm],uy (Paper) [mm],uy (Timoshenko) [mm],Error Paper [%],Error Timoshenko [%]
2.5,-0.16902904701369997,-0.19003823578042586,-0.17165277777777693,12.429336340648641,1.5522366187536414
