0.000000000000000000e+00 0.000000000000000000e+00
-2.812936276595656523e-06 -5.516901291215843675e-05
-1.082002498975933420e-05 -1.039246980441467397e-04
-2.339242815530634346e-05 -1.465169512726115090e-04
-3.992629737672383526e-05 -1.831956684743425679e-04
-5.984277384517449109e-05 -2.142107455260612928e-04
-8.258798833949298373e-05 -2.398120783044856716e-04
-1.076330612261852996e-04 -2.602495626863240161e-04
-1.344741024594296806e-04 -2.757730945483122037e-04
-1.626322115810769969e-04 -2.866325697671691982e-04
-1.916534777206502455e-04 -2.930778842196180294e-04
-2.211089795953432083e-04 -2.953589337823479539e-04
-2.505947855100199646e-04 -2.937256143320821100e-04
-2.797319533572173032e-04 -2.884278217455443403e-04
-3.081665306171438821e-04 -2.797154518994564277e-04
-3.355695543576813129e-04 -2.678384006705492081e-04
-3.616370512343839707e-04 -2.530465639355483133e-04
-3.860900374904787237e-04 -2.355898375711786160e-04
-4.086745189568646614e-04 -2.157181174541589175e-04
-4.291614910521129866e-04 -1.936812994612140636e-04
-4.473469387824675035e-04 -1.697292794690686288e-04
-4.630518367418442918e-04 -1.441119533544488684e-04
-4.761221491118323036e-04 -1.170792169940779203e-04
-4.864288296616924956e-04 -8.888096626468110467e-05
-4.938678217483587511e-04 -5.976709704298782758e-05
-4.983600583164375002e-04 -2.998750520572123052e-05
-4.998514618982080994e-04 2.079133703860508920e-07
-4.983129446136231027e-04 3.056926280860813270e-05
-4.937404081703063640e-04 6.084664723223034863e-05
-4.861547438635547180e-04 9.079017076452016257e-05
-4.756018325763373294e-04 1.201499375287583260e-04
-4.621525447792954760e-04 1.486760516482237135e-04
-4.459027405307421695e-04 1.761186172462017520e-04
-4.269732694766619385e-04 2.022277384459778417e-04
-4.055099708507107744e-04 2.267535193708290070e-04
-3.816836734742175405e-04 2.494460641440335194e-04
-3.556901957561830509e-04 2.700554768888656387e-04
-3.277503456932806124e-04 2.883318617286089488e-04
-2.981099208698549403e-04 3.040253227865445944e-04
-2.670397084579230257e-04 3.168859641859449921e-04
-2.348354852171743795e-04 3.266638900500923163e-04
-2.018846563954285645e-04 3.311100374885232104e-04
-1.688661724300090925e-04 3.279753436107720951e-04
-1.365506122463707199e-04 3.170099125401209281e-04
-1.057335443576389202e-04 2.979638483998484685e-04
-7.723552686461217470e-05 2.705872553132388967e-04
-5.190210745575982442e-05 2.346302374035740890e-04
-3.060382340722313374e-05 1.898428987941352714e-04
-1.423620158281573273e-05 1.359753436082056482e-04
-3.719758434022348688e-06 7.277767596906620142e-05
0.000000000000000000e+00 0.000000000000000000e+00
