-1.169250000018212177e+02 -1.038430000016660983e+02
-1.038430000016642509e+02 -9.126100000150881897e+01
-9.126100000136437984e+01 -7.917900000120879156e+01
-7.917900000120761206e+01 -6.759700000105281958e+01
-6.759700000105883078e+01 -5.651500000090240405e+01
-5.651500000090834419e+01 -4.593300000075359435e+01
-4.593300000073929823e+01 -3.585100000058378100e+01
-3.585100000061075320e+01 -2.626900000044494732e+01
-2.626900000047925587e+01 -1.718700000031294906e+01
-1.718700000035308051e+01 -8.605000000195364152e+00
-8.605000000183546049e+00 -5.230000000072627664e-01
-5.230000000063215193e-01 7.059000000155156052e+00
7.059000000145223552e+00 1.414100000031349147e+01
1.414100000030563997e+01 2.072300000045329682e+01
2.072300000044992885e+01 2.680500000056025911e+01
2.680500000056192889e+01 3.238700000066691587e+01
3.238700000066036466e+01 3.746900000076050219e+01
3.746900000076439596e+01 4.205100000084335221e+01
4.205100000085089107e+01 4.613300000091791730e+01
4.613300000091084030e+01 4.971500000099241134e+01
4.971500000098659910e+01 5.279700000101914270e+01
5.279700000100943669e+01 5.537900000107356391e+01
5.537900000105862119e+01 5.746100000107850292e+01
5.746100000106749661e+01 5.904300000107080848e+01
5.904300000108882074e+01 6.012500000104519415e+01
6.012500000106258824e+01 6.070700000099025573e+01
6.070700000099193261e+01 6.078900000095882206e+01
6.078900000097155498e+01 6.037100000089262153e+01
6.037100000089805718e+01 5.945300000081171277e+01
5.945300000081320491e+01 5.803500000074576803e+01
5.803500000074180321e+01 5.611700000065275162e+01
5.611700000065726357e+01 5.369900000058418499e+01
5.369900000058145650e+01 5.078100000052451435e+01
5.078100000052751994e+01 4.736300000041873659e+01
4.736300000043493696e+01 4.344500000033836784e+01
4.344500000034772569e+01 3.902700000022333882e+01
3.902700000022882421e+01 3.410900000014223821e+01
3.410900000013783284e+01 2.869100000003430750e+01
2.869100000002045903e+01 2.277299999991323176e+01
2.277299999991091184e+01 1.635499999978811658e+01
1.635499999978655339e+01 1.436999999668806538e+00
1.436999999668782557e+00 -1.398100000046881419e+01
-1.398100000046271063e+01 -2.989900000059389384e+01
-2.989900000059512664e+01 -4.631700000072864043e+01
-4.631700000072492429e+01 -6.323500000085802242e+01
-6.323500000085622474e+01 -8.065300000098599753e+01
-8.065300000098542910e+01 -9.857100000111795168e+01
-9.857100000111766747e+01 -1.169890000012447189e+02
-1.169890000012460831e+02 -1.359070000013757067e+02
-1.359070000013758488e+02 -1.553250000015051171e+02
