x,uy (Tensión plana) [mm],uy (Paper) [mm],uy (Timoshenko) [mm],Error Paper [%],Error Timoshenko [%]
2.5,-2.87663532477193,-2.9442466517858894,-2.8851964285716525,2.350361425090259,0.29760824133664454
